Source #,Date,Time,Time Source,Obs Window (min),Latitude,Longitude,Location Source,Info Source,Fire Behavior Observations,Type of Fire,Residual Fire?,SSI
TD-136,11/8,17:00,Inferred,420,39.724929,-121.538485,TD,TD,fire on Nelson Bar Rd,V,,
TD-140,11/8,17:00,TD,0,39.723868,-121.544055,TD,TD,fire spotting across the flats,S,,
TD-137,11/8,17:06,Photo,0,39.721500,-121.547443,Photo,Photo,fire burning in drainage beyond ridge to west of pond,V,,
TD-137,11/8,17:06,Photo,0,39.721591,-121.549953,Photo,Photo,fire burning in canyon,V,,
TD-137,11/8,17:12,Photo,0,39.724355,-121.545271,Photo,Photo,fire front entering the field from the N/NW,V,,
TD-137,11/8,17:12,Photo,0,39.724404,-121.545078,Photo,Photo,low intensity line fires moving through grass,V,,
TD-137,11/8,17:20,Photo,0,39.723815,-121.543971,Photo,Photo,fire front working through savannah down slope toward pond,V,,
TD-137,11/8,17:20,Photo,0,39.723060,-121.543448,Photo,Photo,spot fire starts in field by the pond,S,,
TD-137,11/8,17:20,Photo,0,39.723128,-121.543394,Photo,Photo,spot fire in grass,S,,
TD-137,11/8,17:20,Photo,0,39.725463,-121.545639,Photo,Photo,main fire burning south through grass oak woodland,V,,
TD-140,11/8,17:24,video,0,39.724312,-121.542186,TD,TD,intense fire approaching structures,V,,
TD-140,11/8,17:24,Photo,0,39.726475,-121.539972,Photo,Photo,"15 m to 30 m (50 ft to 100 ft) flames burning through forest, spreading south toward Nelson Bar Rd",V,,
TD-140,11/8,17:24,Photo,0,39.724175,-121.541637,Photo,Photo,significant fire front burning in vegetation up to meadows and structures,V,,
TD-140,11/8,17:29,video,0,39.724737,-121.538897,TD,TD,fire rapidly impacting structures and Nelson Bar Rd,V,,
TD-140,11/8,17:29,Photo,0,39.724796,-121.539567,Photo,Photo,"numerous short-range spot fires, intense fire front reaching Nelson Bar Rd, threatening structures",V,,
TD-139,11/8,17:30,TD-140,30,39.727377,-121.533871,TD,TD,fire jumps Nelson Bar Rd by the school,V,,
TD-139,11/8,17:30,Inferred,210,39.709145,-121.545065,TD,TD,fire on west side of Nelson Bar Rd south of Lunt Rd,V,,
TD-137,11/8,17:32,Photo,0,39.722000,-121.542103,Photo,Photo,fire burning through field down slope closer toward structure,V,,
TD-137,11/8,17:32,Photo,0,39.722435,-121.542043,Photo,Photo,fire burning south downhill through grass,V,,
TD-137,11/8,17:52,Photo,0,39.722562,-121.544111,Photo,Photo,fire reaches pond,V,,
TD-137,11/8,17:52,Photo,0,39.722568,-121.544233,Photo,Photo,grass fire reaches pond,V,,
TD-137,11/8,18:00,TD,84,39.721413,-121.541900,TD,TD,burn out around structures,V,,
TD-031,11/8,18:30,TD-140,30,39.727224,-121.536955,TD,TD,Fire blows over north side of Nelson Bar Rd,V,,
TD-013,11/8,18:30,Inferred,0,39.730563,-121.530870,TD,TD,fire now up to Nelson Bar Rd and Concow school; new goal to hold Hwy 70,V,,
TD-140,11/8,18:30,TD,0,39.736794,-121.516785,TD,TD,fire progressing south of Deadwood Rd,V,,
TD-140,11/8,18:30,Inferred,30,39.727309,-121.533655,TD,TD,fire spotting across Nelson Bar Rd,S,,
TD-140,11/8,18:30,Inferred,30,39.726214,-121.536846,TD,TD,structure is on fire,R,,
TD-137,11/8,18:33,Photo,0,39.721787,-121.542269,Photo,TD,fire approaching house,V,,
TD-137,11/8,18:33,Photo,0,39.721868,-121.542289,Photo,Photo,fire burning through thick brush; 6 m (20 ft) flames; embers lofting,V,,
TD-140,11/8,19:15,video,0,39.723855,-121.541314,TD,TD,"fire front has passed, spot fires around",S,,
TD-140,11/8,19:15,Photo,0,39.723829,-121.541302,Photo,Photo,widespread scattered fires; fire front has passed through; heavy fuels remain burning,O,,
TD-137,11/8,19:30,TD,210,39.729826,-121.525793,TD,TD,fire burning around the Concow pool,V,,
TD-138,11/8,19:30,Inferred,0,39.724681,-121.538771,TD,TD,"fire bumps Nelson Bar Rd, spotting across",V,,
TD-008,11/8,20:00,TD,0,39.726344,-121.531083,TD,TD,"Fire made significant run up from Concow, spotted across Nelson Bar Rd and school",V,,
TD-139,11/8,21:00,TD,0,39.724280,-121.540569,TD,TD,shed has burned down,O,x,
TD-139,11/8,21:00,Inferred,540,39.716273,-121.521100,TD,TD,fire bumping along Hwy 70,V,,
TD-062,11/8,22:05,AVL,0,39.721550,-121.536683,AVL,TD,fire coming from ridge above N/NE,V,,
TD-137,11/8,23:21,Photo,0,39.729342,-121.525624,Photo,TD,heavy fire burning in vegetation around Concow pool,V,,
TD-137,11/8,23:21,Photo,0,39.729264,-121.524825,Photo,Photo,intense vegetation fire,V,,
TD-013,11/9,00:00,TD-031,0,39.707357,-121.534655,TD,TD,main fire spots south across Lunt,V,,
TD-027,11/9,00:00,Inferred,300,39.685168,-121.544534,TD,TD,fire slopped over line south of Lunt Rd,V,,
TD-136,11/9,00:00,TD,0,39.724929,-121.538485,TD,TD,fire intensity has dropped,V,,
TD-136,11/9,00:00,Inferred,470,39.722445,-121.527019,TD,TD,fire creeping toward Shuman Ln,V,,
TD-062,11/9,00:01,AVL,0,39.706703,-121.553878,TD,TD,approximate fire edge,V,,
TD-031,11/9,00:07,AVL,293,39.704378,-121.530668,AVL,TD,main fire came jumped 6 m (20 ft) over Lunt Rd and took off,V,,
TD-062,11/9,00:47,AVL,238,39.704400,-121.530417,AVL,TD,fire jumps line,V,,
TD-008,11/9,01:28,Radio Log,0,39.722908,-121.532174,Inferred,Radio Log,fire is well established on the Hwy 70 side of Nelson Bar Rd,V,,
TD-027,11/9,02:00,TD-028,120,39.739166,-121.495736,TD,TD,fire front approaching Station 36,V,,
TD-028,11/9,02:19,TD,0,39.740270,-121.496226,Photo,TD,fire threatening structure,V,,
TD-031,11/9,03:29,Photo,0,39.704142,-121.530384,Photo,Photo,firing operation,V,,
TD-008,11/9,03:30,TD-031,0,39.719866,-121.531235,TD,TD,"fire grows south of Nelson Bar Rd, fire jumps line",V,,
TD-031,11/9,03:30,Photo,0,39.704378,-121.530668,AVL,Photo,vegetation fire,V,,
TD-013,11/9,03:30,TD-031,25,39.707985,-121.535131,TD,TD,"spot fire Nelson Bar Rd/Concow Rd, spread jumped the line; crossed Lunt Rd and drainage in 10 min, then died on south face; winds 18 m/s to 22 m/s (40 mi/h to 50 mi/h) flames laying down, brush fuel 1.8 m to 3 m (6 ft to 10 ft)",V,,
TD-031,11/9,03:55,Photo,0,39.704378,-121.530668,AVL,Photo,Big fire south of Lunt Rd,V,,
TD-031,11/9,03:55,Photo,0,39.703723,-121.530324,Photo,Photo,fire burning on south side Lunt Rd,V,,
TD-031,11/9,03:55,Photo,0,39.703456,-121.530897,Photo,Photo,fire spotted and well established and running WSW from Lunt Rd,V,,
TD-008,11/9,04:00,TD-028,0,39.739151,-121.495848,TD,TD,"late night fire run impacts Station 36, wind driven from canyon",V,,
TD-028,11/9,04:00,TD,0,39.739156,-121.495763,AVL,TD,Fire hit Station 36 from canyon to east and wrapped around station from north. Fire both slope- and wind-driven,V,,
TD-028,11/9,04:00,TD,0,39.722671,-121.493224,TD,TD,fire pushed south to big bend mountain mobile home park,V,,
TD-013,11/9,05:35,Photo,0,39.685985,-121.540458,Photo,Photo,intense fire line burning through forest up on ridge,V,,
TD-136,11/9,06:30,Inferred,80,39.722024,-121.526158,TD,TD,"sunrise causes fire intensity to pick up dramatically; visibility decreases, suddenly everything is burning again, trees, needles, houses",R,,
TD-140,11/9,06:40,AVL,0,39.725066,-121.517156,AVL,TD,fire is coming hard toward pool,V,,
TD-140,11/9,06:40,Inferred,40,39.727277,-121.523958,TD,TD,fire burning across Pinkston Canyon Rd towards Concow Rd; worried about getting pinched,V,,
TD-140,11/9,06:40,Inferred,40,39.722063,-121.526952,TD,TD,fire threatening structure,O,,
TD-137,11/9,07:09,Photo,0,39.720999,-121.523302,Photo,TD,"Shuman Ln; fire burning in area, but not intense, piles of pine needles and slash debris",V,,
TD-137,11/9,07:09,Photo,0,39.720999,-121.523302,Photo,Photo,widespread vegetation surface fires,V,,
TD-013,11/9,07:20,Photo,20,39.725467,-121.503032,TD,TD,surrounded by heavy fire activity in vegetation,V,,
TD-137,11/9,07:20,Inferred,7,39.720999,-121.523302,Photo,TD,fire intensifies quickly,O,,
TD-137,11/9,07:20,Inferred,7,39.728044,-121.525331,TD,TD,roadway blocked by fire,O,,
TD-140,11/9,07:20,TD-137,7,39.721039,-121.523620,TD,TD,"wind shift; fire starts coming down from west side, then east side; both sides of Concow Rd are burning; Station 37 is hit hard",V,,
TD-139,11/9,07:20,Inferred,0,39.721190,-121.524352,TD,TD,"fire approaches, wind increases, huge embers",O,,
TD-013,11/9,07:21,Photo,0,39.726078,-121.502943,Photo,Photo,vegetation fully involved,V,,
TD-013,11/9,07:22,Photo,0,39.726078,-121.502943,Photo,Photo,vegetation fully involved,V,,
TD-140,11/9,07:27,Inferred,20,39.718795,-121.521428,TD,TD,house fully involved,R,,
TD-138,11/9,07:27,TD-137,21,39.727070,-121.525007,TD,TD,fire activity blew up,V,,
TD-139,11/9,07:30,TD-140,90,39.716463,-121.521202,TD,TD,fire coming across Hwy 70,V,,
TD-013,11/9,07:42,Photo,0,39.725745,-121.503254,Photo,Photo,"vegetation all around, surface fuels burning, glowing",V,,
TD-140,11/9,07:47,video,0,39.717375,-121.519713,video,TD,fire spots across Hwy 70 at Concow Rd,S,,
TD-140,11/9,07:47,Photo,0,39.718327,-121.518966,Photo,Photo,fire on north side of Hwy 70,V,,
TD-140,11/9,07:47,Photo,0,39.717118,-121.520144,Photo,Photo,spot fire on south side of Hwy 70,S,,
TD-140,11/9,07:49,Photo,0,39.716565,-121.520843,Photo,Photo,Spot fires on both side of Highway,S,,
TD-136,11/9,07:50,Inferred,0,39.719236,-121.522166,TD,TD,drive out through fire across Concow Rd; engine takes slight damage,O,,
TD-137,11/9,07:50,Inferred,0,39.727062,-121.525020,TD,TD,wait at Concow Rd and Pinkston Canyon Rd; fire intensity not as severe,O,,
TD-136,11/9,07:56,Photo,0,39.716264,-121.520942,Photo,TD,Hwy 70 at Concow Rd; active fire burning along west side Hwy 70,V,,
TD-136,11/9,07:56,Photo,0,39.717691,-121.520010,Photo,Photo,vegetation burning up against road; 6 m (20 ft) flames,V,,
TD-031,11/9,08:20,Photo,0,39.694825,-121.531726,Photo,Photo,low intensity fire in shrub and grass west side Hwy 70; burn operation along roadway,V,,
TD-140,11/9,08:27,Photo,0,39.716962,-121.521799,Photo,Photo,significant vegetation fire approaching Hwy 70 from Concow Rd; light embers shower,V,,
TD-140,11/9,08:40,video,0,39.716256,-121.521104,video,TD,fire well established on South side Hwy 70,V,,
TD-140,11/9,08:40,Photo,0,39.716247,-121.521073,Photo,Photo,well-established heavy fire on both sides of Hwy 70 at Concow Rd,V,,
TD-140,11/9,08:55,Photo,0,39.714743,-121.520527,Photo,Photo,heavy fire heading south from Hwy 70 into Yankee Hill,V,,
TD-140,11/9,08:55,Photo,0,39.715309,-121.520570,Photo,Photo,intense vegetation fire activity; trees torching,V,,
TD-138,11/9,09:00,Inferred,0,39.710393,-121.526320,TD,TD,heavy fire activity along Hwy 70,V,,
TD-137,11/9,09:01,Inferred,0,39.721146,-121.523534,TD,TD,Station 37 is burned down,C,x,
TD-137,11/9,09:02,Photo,0,39.716878,-121.521218,Photo,TD,fire had burned through area,O,x,
TD-137,11/9,09:02,Photo,0,39.717100,-121.521021,Photo,Photo,"surface fuels have burned, still glowing",V,x,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
