Source #,Date,Time,Time Source,Obs Window (min),Latitude,Longitude,Location Source,Info Source,Fire Behavior Observations,Type of Fire,Residual Fire?,SSI
PPD-14,11/8,14:22,PPD-14,0,39.798122,-121.584588,video,video,"multiple structures fully involved, trees torching on east side Skyway",R,,
PPD-14,11/8,14:22,PPD-14,0,39.798308,-121.584984,video,video,spot fire at Optimo building on Skyway side,S,,
TD-127,11/8,14:23,Photo,0,39.798009,-121.585061,Photo,Photo,structure is burning,R,,
TD-127,11/8,14:23,Photo,0,39.797873,-121.584944,Photo,Photo,heavy vegetation fire on parcel burning up against roadway,V,,
TD-055,11/8,14:24,video,0,39.775836,-121.608634,TD,TD,area has burned through,V,x,
TD-075,11/8,14:24,Photo,0,39.798138,-121.584515,Photo,Photo,"structures fully involved; trees torching, vegetation burning",R,,
TD-075,11/8,14:24,Photo,0,39.797816,-121.586193,Photo,Photo,surface fire has burned through,V,x,
TD-055,11/8,14:24,Photo,0,39.775296,-121.609345,Photo,Photo,"all structures burned to foundation, still flaming; virtually all fine surface fuels consumed",R,x,
TD-055,11/8,14:24,Photo,0,39.776049,-121.608272,Photo,Photo,"all structures burned to foundation, still flaming",R,x,
TD-011,11/8,14:25,TD,0,39.750641,-121.635344,TD,TD,"structures behind town hall, and fence, are on fire",R,,
TD-011,11/8,14:25,TD,5,39.739506,-121.667166,TD,TD,drive down Skyway; it has burned over already and is safe,V,x,
TD-065,11/8,14:25,Inferred,31,39.771218,-121.611917,TD,TD,Skyway north of Bille Rd is on fire and impassable,R,,
TD-127,11/8,14:25,Inferred,20,39.798456,-121.585038,TD,TD,Optimo restaurant ignites,C,,
TD-055,11/8,14:25,Photo,0,39.779039,-121.604930,Photo,Photo,"widespread, active vegetation fire; fine fuels are mostly gone, larger fuels burning including up in trees, power poles; flames 0.6 m (2 ft), past peak",V,,
TD-055,11/8,14:26,video,0,39.782367,-121.601552,TD,TD,"motorhome in roadway, fully engulfed; exploded when trying to get past",O,,
TD-055,11/8,14:26,Photo,0,39.780294,-121.603733,Photo,Photo,vegetation is burned through; structures still fully involved,R,,
TD-205,11/8,14:27,AVL,88,39.797901,-121.584693,Photo,TD,residential structure across street fully involved,R,,
TD-205,11/8,14:27,AVL,88,39.799208,-121.585744,AVL,TD,Storage units had started igniting,C,,
TD-205,11/8,14:27,AVL,0,39.797868,-121.584951,AVL,TD,Trees near Fastrip are on fire,V,,
TD-205,11/8,14:27,AVL,88,39.796726,-121.585672,TD,TD,structure burning,C,,
TD-067,11/8,14:27,AVL TD-205,88,39.798196,-121.585269,TD,TD,fires threatening structures,O,,
TD-200,11/8,14:28,AVL,16,39.796750,-121.585817,AVL,TD,fire threatening structure,O,,
TD-055,11/8,14:29,Photo,0,39.781634,-121.602452,Photo,Photo,"all structures fully involved; vegetation past peak, still burning",R,,
TD-064,11/8,14:30,TD,120,39.763003,-121.620340,TD,TD,spot fires,S,,
PPD-15,11/8,14:37,PPD-15,0,39.749428,-121.633775,Radio,Radio,town hall looks like it’s about to catch on fire now; fence is catching the west side of the building,O,,
TD-015,11/8,14:39,"AVL, PPD video",0,39.749517,-121.634467,AVL,TD,Town Hall; fence on fire,O,,
TD-071,11/8,14:40,PPD video,0,39.762973,-121.620371,TD,TD,"fire near Holiday Market, trees ignited",V,,
PPD-15,11/8,14:40,PPD-15,0,39.754176,-121.624097,video,video,fire close to Paradise Police station,R,,
PPD-15,11/8,14:41,PPD-15,0,39.753787,-121.623590,video,video,glowing vegetation fire in area of park at PPD,O,,
TD-076,11/8,14:43,Photo,0,39.745718,-121.638429,Photo,Photo,structure fully involved,C,,
TD-076,11/8,14:43,Photo,0,39.745798,-121.638920,Photo,Photo,"active vegetation fire, surface fuels and pine trees torching",V,,
TD-127,11/8,14:44,video,0,39.791231,-121.591078,video,video,Skyway at Bel Air Dr; structure fully involved,R,,
TD-076,11/8,14:44,Photo,0,39.745625,-121.639440,Photo,Photo,structure fully involved,R,,
TD-127,11/8,14:44,Photo,0,39.791224,-121.591043,Photo,Photo,"structure fully involved, ignited and torched pine tree up against building",C,,
TD-066,11/8,14:45,PPD video,3,39.761934,-121.617456,TD,TD,fire approaching Holiday Market from the bike path,V,,
TD-127,11/8,14:45,Radio Log,0,39.788747,-121.592689,Radio Log,Radio Log,abandoned vehicles on Skyway between Clark Rd and Wagstaff Rd are all burning,O,,
TD-113,11/8,14:45,Photo,0,39.781975,-121.605559,Photo,Photo,shed/outbuilding fully involved,O,,
TD-127,11/8,14:46,Photo,0,39.784795,-121.598416,Photo,Photo,"numerous residential and commercial structures all around fully involved, past peak but active burning",C,,
PPD-15,11/8,14:49,PPD-15,0,39.767912,-121.613218,video,video,fire approaching the building,O,,
PPD-15,11/8,14:51,PPD-15,0,39.771457,-121.611786,video,video,fire both sides of Skyway; structures have burned down,C,x,
TD-055,11/8,14:52,Photo,0,39.752878,-121.625259,Photo,Photo,heavy fire on roof/facade of structure,C,,
TD-101,11/8,14:53,Photo,0,39.752820,-121.625090,Photo,Photo,"wood shake roof fully involved on commercial structure, spewing firebrands; spaced 0.6 m (2 ft) from neighboring commercial structure",C,,
TD-101,11/8,14:53,Photo,0,39.752579,-121.625413,Photo,Photo,vegetation spot fire,S,,
TD-015,11/8,14:54,AVL,13,39.749203,-121.634276,AVL,AVL,"Town Hall; woodpile on fire approximately 18 m3 (5 cords) of firewood, debris around. Shrubs and junipers are torching.",O,,
TD-041,11/8,14:55,Inferred,0,39.808416,-121.576810,TD,TD,edge of fire,V,,
VTD-20,11/8,14:56,TD,0,39.751208,-121.632170,video,video,"heavy fire activity, everything on fire, burning west side Skyway between Black Olive Dr and Jewell Rd",R,,
VTD-20,11/8,14:56,TD,0,39.749071,-121.633976,video,video,juniper torching,S,,
VTD-20,11/8,14:57,TD,0,39.745712,-121.638434,video,video,structure fully involved,C,,
VTD-20,11/8,14:57,TD,0,39.746116,-121.640210,video,video,large spot fire in vegetation and mulch bed,S,,
VTD-20,11/8,14:57,TD,0,39.747094,-121.641178,video,video,fire behind health facility,O,,
TD-036,11/8,14:58,video,0,39.750433,-121.632558,video,video,well involved structures; vegetation,C,,
TD-036,11/8,14:58,video,0,39.749021,-121.634053,video,video,vegetation fully involved,V,,
TD-036,11/8,14:58,Photo,0,39.750499,-121.632435,Photo,Photo,"surface fire, vegetation, fence",O,,
TD-036,11/8,14:58,Photo,0,39.750065,-121.633265,Photo,Photo,structure burning,R,,
TD-036,11/8,14:58,Photo,0,39.749066,-121.633963,Photo,Photo,"active vegetation fire, 4.6 m (15 ft) flames, in shrub against structure",V,,
TD-036,11/8,14:59,video,0,39.745721,-121.638431,video,video,structure fully involved,R,,
TD-036,11/8,14:59,video,0,39.746221,-121.642880,video,video,fire has burned through this area along Skyway already,O,x,
PPD-15,11/8,15:02,PPD-15,0,39.755688,-121.624108,video,video,most structures fully involved on Almond St and Fir St east of Almond St (5800 Almond St to Cedar St and Fir St east toward Black Olive Dr),R,,
PPD-15,11/8,15:03,PPD-15,0,39.753279,-121.624885,video,video,spot fire,S,,
PPD-15,11/8,15:03,PPD-15,0,39.752810,-121.625117,video,video,commercial structures on fire,C,,
TD-132,11/8,15:03,Photo,0,39.751917,-121.625193,Photo,Photo,"area burning, possible structures involved",O,,
TD-132,11/8,15:03,Photo,0,39.752816,-121.625085,Photo,Photo,structure fully involved,R,,
TD-132,11/8,15:03,Photo,0,39.752877,-121.625252,Photo,Photo,structure igniting in eaves and roof due to neighboring structure on fire,R,,x
PPD-15,11/8,15:04,PPD-15,0,39.752410,-121.632368,video,video,"structures and vegetation burning from Skyway, including along Skyway west side, back west to Horseshoe Hill Dr from just north of Udovich Ln down to Jewell Rd; no fire on east side",C,,
TD-132,11/8,15:04,Photo,0,39.755740,-121.623420,Photo,Photo,significant widespread flames and glow; numerous structures burning,R,,
TD-132,11/8,15:04,Photo,0,39.755875,-121.626673,Photo,Photo,smoke coming from commercial structure; small spot fire in vegetation also burning against structure,C,,
TD-061,11/8,15:05,AVL,7,39.791967,-121.589983,AVL,TD-127,fire threatening structures,O,,
TD-066,11/8,15:05,PPD video,3,39.746205,-121.638181,PPD video,TD,very hot at Neal Rd and Skyway,C,,
TD-127,11/8,15:05,AVL TD-061,7,39.791785,-121.589840,AVL TD-061,TD,fire threatening structure,O,,
PPD-15,11/8,15:05,PPD-15,0,39.745711,-121.638441,video,video,structure fully involved,C,,
TD-133,11/8,15:06,Photo,0,39.766244,-121.615391,Photo,Photo,0.1 ha (0.25 ac) spot fire in grass field,V,,
PPD-15,11/8,15:07,PPD-15,0,39.798280,-121.585311,Radio,Radio,"one building left burning, everything else is pretty much [done]",C,,
PPD-15,11/8,15:10,PPD-15,6,39.743591,-121.651852,video,video,fire has burned through Skyway split area; small spot fires still burning; Paradise sign burning,R,x,
TD-074,11/8,15:15,Inferred,0,39.741179,-121.655208,TD,TD,fire burning good both sides Skyway in crossroads area,O,,
TD-017,11/8,15:18,AVL,0,39.749541,-121.633858,TD,TD,Wood piles next to Town Hall are burning,O,,
PPD-15,11/8,15:19,PPD-15,0,39.745949,-121.640596,video,video,"active fire, fully involved structures/burned down foundations, north/east of this line to Neal Rd; south/west of this line is no active fire, but burned through",R,,
PPD-15,11/8,15:20,PPD-15,0,39.755830,-121.626766,video,video,fully involved commercial building; no other fire around,C,,
TD-135,11/8,15:30,Inferred,930,39.757657,-121.624599,TD,TD,"Starbucks; fire 15 m to 18 m (50 ft to 60 ft) away from structure, spotting into mulch",C,,
TD-135,11/8,15:30,Inferred,930,39.756602,-121.625067,TD,TD,"structures burning, flames coming from house vents; exposure to other buildings",R,,
TD-135,11/8,15:30,Inferred,930,39.757657,-121.624599,TD,TD,shed and fence on fire near Starbucks,O,,
TD-108,11/8,15:30,Inferred,64,39.780035,-121.603990,TD,TD,everything has burned,R,x,
TD-108,11/8,15:30,Inferred,64,39.798040,-121.585150,TD,TD,trees torching,V,,
TD-108,11/8,15:30,Inferred,64,39.796703,-121.585658,TD,TD,structures just igniting; shop getting involved,C,,
TD-108,11/8,15:30,Inferred,64,39.799029,-121.582605,TD,TD,fire eating houses on cul-de-sac; explosion,R,,
PPD-15,11/8,15:40,PPD-15,0,39.755102,-121.627327,video,video,"waves of embers blowing along roadway, both sides, large, golf ball-sized and bouncing",O,,
PPD-15,11/8,15:41,PPD-15,0,39.753501,-121.627061,video,video,vegetation on entire lot is burning intense,V,,
PPD-15,11/8,15:41,PPD-15,0,39.752964,-121.626219,video,video,multiple small spots along south side of Pearson Rd between Skyway and Black Olive Dr,S,,
PPD-15,11/8,15:41,PPD-15,0,39.752847,-121.625119,video,video,fully involved structures on north side Pearson Rd; no fire on south side of street,C,,
PPD-15,11/8,15:44,PPD-15,0,39.751639,-121.630699,Radio,Radio,"Both sides of Skyway, Black Olive Dr are fully involved",C,,
PPD-15,11/8,15:49,PPD-15,1,39.750374,-121.631949,video,video,"intense fire, structures and vegetation, both sides of Skyway from Pearson Rd to Neal Rd; heavy ember showers",C,,
TD-014,11/8,15:52,AVL,0,39.758205,-121.624762,AVL,TD,"Fire everywhere, downtown beginning to burn",C,,
TD-056,11/8,15:53,AVL,30,39.732912,-121.674766,TD,TD,Skyway burning both sides on drive up,V,,
TD-123,11/8,15:54,AVL,15,39.762050,-121.622783,AVL,TD,small propane tank blows,O,,
TD-123,11/8,15:54,AVL,15,39.762409,-121.622805,AVL,TD,Jack in the Box restaurant building on fire,C,,
TD-123,11/8,15:54,AVL,15,39.762244,-121.622885,AVL,TD,commercial building on fire,C,,
TD-142,11/8,16:00,TD,0,39.758900,-121.624674,TD,TD,tree is burning,V,,
TD-114,11/8,16:00,Inferred,30,39.752385,-121.630037,TD,TD,fire both sides Skyway with embers flying,O,,
TD-014,11/8,16:01,AVL,0,39.766814,-121.614102,AVL,TD,Big 5 and Burger King burning,C,x,
TD-205,11/8,16:03,AVL,10,39.792131,-121.590460,AVL,TD,Some damage to deck,R,,
TD-069,11/8,16:10,Inferred,0,39.744163,-121.654621,Inferred,TD,"north of lookout point, fire both sides of road",O,,
TD-142,11/8,16:22,video,0,39.756073,-121.626177,TD,video,commercial structures burning downtown,C,,
TD-049,11/8,16:22,video,0,39.766915,-121.613956,video,TD,heavy ember showers blowing around,O,,
TD-049,11/8,16:22,Photo,0,39.767532,-121.613417,Photo,Photo,"heavy ember shower, blowing and skittering across Skyway from east",O,,
TD-142,11/8,16:30,Inferred,1020,39.758900,-121.624674,TD,TD,fire moving toward building from west and north,O,,
TD-142,11/8,16:30,Inferred,1020,39.757057,-121.625073,TD,TD,fire threatening structures,O,,
TD-142,11/8,16:30,Inferred,1020,39.757666,-121.624595,TD,TD,fire threatening structures,O,,
TD-142,11/8,16:30,Inferred,1020,39.759241,-121.624497,TD,TD,pine needles burning in garden bed,V,,
TD-142,11/8,16:30,Inferred,1020,39.759449,-121.623921,TD,TD,fire threatening structures,O,,
TD-059,11/8,16:30,video,6,39.770271,-121.612336,TD,TD,huge fire to east of Walgreens,O,,
TD-108,11/8,16:34,TD-127,37,39.797974,-121.585148,TD,TD,fire activity picking up,R,,
TD-108,11/8,16:34,video,37,39.798868,-121.584743,video,TD,house blew up in eaves,R,,
TD-116,11/8,16:37,video,0,39.760932,-121.622977,TD,TD,"everything on fire along Skyway; Big 5, Calico Kitchen, Juice and Jane, steakhouse, mobile home park, Salvation Army, Pelicans Roost; Skyway Bille Rd to Birch St, is burning",C,,
TD-114,11/8,16:37,AVL Bus1403,14,39.780162,-121.603885,TD,TD,cars on fire,O,,
TD-205,11/8,16:45,AVL,4,39.777534,-121.604897,AVL,TD,a few hot spots,O,,
TD-142,11/8,16:48,Photo,0,39.755732,-121.626176,Photo,Photo,commercial structures burning,C,,
TD-111,11/8,16:50,TD,0,39.753842,-121.624697,TD,TD,fire around Station 81,O,,
TD-114,11/8,16:51,AVL Bus1403,0,39.797079,-121.585528,TD,TD,fire on both sides at Clark Rd and Skyway; propane explosions,O,,
TD-014,11/8,16:55,AVL,0,39.765405,-121.626297,AVL,TD,Fire all around,O,,
TD-108,11/8,17:01,Photo,0,39.795766,-121.584706,Photo,Photo,"heavy vegetation fire, shrubs, intense flames 4.6 m (15 ft), very near structure; windows on structure breaking",V,,
TD-142,11/8,17:05,Photo,0,39.764729,-121.612415,Photo,Photo,houses are burned down,R,x,
TD-200,11/8,17:15,AVL,86,39.776117,-121.606617,AVL,TD,storage unit fire,C,,
TD-128,11/8,17:18,Photo,0,39.776489,-121.606325,Photo,Photo,storage unit burning,C,,
TD-127,11/8,17:21,video,0,39.767215,-121.614429,video,video,Big 5 fully involved,C,,
TD-127,11/8,17:21,Photo,0,39.766518,-121.613644,Photo,Photo,structure fully involved,C,,
TD-127,11/8,17:21,Photo,0,39.766850,-121.615016,Photo,Photo,structure fully involved,C,,
TD-127,11/8,17:21,Photo,0,39.767247,-121.614411,Photo,Photo,structure fully involved,C,,
TD-142,11/8,17:21,Photo,0,39.759080,-121.624529,Photo,Photo,Building fully involved,C,,
TD-127,11/8,17:23,Photo,0,39.765146,-121.618438,Photo,Photo,structure fully involved,C,,
TD-127,11/8,17:23,Photo,0,39.765591,-121.617992,Photo,Photo,"structure burned to foundation, glowing rubble",C,x,
TD-127,11/8,17:23,Photo,0,39.765814,-121.617348,Photo,Photo,structure fully involved,C,,
TD-127,11/8,17:23,Photo,0,39.765429,-121.617552,Photo,Photo,"numerous spot fires in roadside vegetation, garden beds; embers skittering and blowing around",S,,
TD-108,11/8,17:25,Photo,0,39.796000,-121.584873,Photo,Photo,active surface fire burning in area of Cabernet Ln and Clark Rd,V,,
TD-108,11/8,17:25,Photo,0,39.795830,-121.585126,Photo,Photo,"moderate fire activity, vegetation",V,,
TD-142,11/8,17:25,Photo,0,39.759087,-121.624545,Photo,Photo,structure fully involved,C,,
TD-127,11/8,17:26,Radio Log,0,39.770442,-121.612302,Radio Log,Radio Log,commercial structures all along Skyway are threatened,O,,
TD-142,11/8,17:26,Photo,0,39.758735,-121.624156,Photo,Photo,fire coming from roof of structure; brands blowing down street,C,,
TD-142,11/8,17:26,Photo,0,39.759188,-121.623589,Photo,Photo,Valero gas station fully involved,C,,
TD-030,11/8,17:30,AVL,11,39.763750,-121.620917,AVL,TD,fire threatening structures,O,,
TD-201,11/8,17:33,Photo,0,39.784355,-121.598993,Photo,Photo,"Skyway from Rocky Ln to Kemen Ln, burned over, spot fires, most houses burning rubble or nearly out",R,x,
TD-127,11/8,17:34,Photo,0,39.765037,-121.618873,Photo,Photo,"Salvation Army, neighboring structures, fully involved; embers lofting and blowing down road",C,,
TD-142,11/8,17:34,Photo,0,39.758725,-121.624129,Photo,Photo,building fully involved; parked vehicle igniting from exposure; brands blow down street to the South,C,,
TD-030,11/8,17:42,AVL,30,39.762550,-121.620517,AVL,TD,fire threatening structures,O,,
TD-201,11/8,17:45,AVL,40,39.762561,-121.622127,AVL,TD,downtown commercial buildings are burning or catching,C,,
TD-108,11/8,17:49,video,0,39.780637,-121.603462,TD,video,"all structures burned down, still flaming",R,x,
TD-108,11/8,17:49,Inferred,7,39.772367,-121.611390,TD,TD,"Skyway Wagstaff Rd to Bille Rd nothing to be saved, most structures gone",C,x,
TD-108,11/8,17:49,Photo,0,39.779683,-121.604313,Photo,Photo,"Skyway from Montna Dr to Wagstaff Rd, burned over, spot fires, most houses burning rubble or nearly out",R,x,
TD-014,11/8,17:52,Radio Log,0,39.757515,-121.625300,Radio Log,Radio Log,heavy fire in downtown area,C,,
TD-201,11/8,17:54,Photo,0,39.765542,-121.616143,Photo,Photo,"structure fully involved, partially collapsed",R,,
TD-201,11/8,17:54,Photo,0,39.766063,-121.616652,Photo,Photo,multiple structures on north side of Skyway burned to foundation,R,x,
TD-201,11/8,17:55,Photo,0,39.765104,-121.617327,Photo,Photo,structure fully involved,C,,
TD-108,11/8,17:56,Photo,0,39.767139,-121.613792,Photo,Photo,"Skyway at Maxwell; structures past peak, fully involved",C,x,
TD-142,11/8,17:56,Photo,0,39.757734,-121.625757,Photo,Photo,flames against building,O,,
TD-108,11/8,17:56,Photo,0,39.766952,-121.613410,Photo,Photo,"structure fully involved, partially collapsed",C,,
TD-108,11/8,17:56,Photo,0,39.766507,-121.613651,Photo,Photo,"Burger King burned to foundation, flaming",C,x,
TD-015,11/8,18:14,AVL,22,39.749269,-121.634104,AVL,TD,Town Hall; fire all around,O,,
TD-201,11/8,18:15,Photo,0,39.759188,-121.623566,Photo,Photo,"structure burned to foundation, flaming rubble",C,x,
TD-201,11/8,18:15,Photo,0,39.758726,-121.624034,Photo,Photo,structures fully involved,C,,
TD-030,11/8,18:17,AVL,28,39.765067,-121.614805,AVL,TD,inside of Beyond Fitness gym burning,C,,
TD-123,11/8,18:23,AVL,44,39.763283,-121.622533,AVL,TD,fire threatening structures,O,,
TD-085,11/8,18:32,AVL,82,39.806330,-121.583206,AVL,TD,many structures already burned,R,x,
TD-087,11/8,18:33,AVL,0,39.783717,-121.599683,AVL,TD,buses and vehicles and structures all burned,O,x,
TD-079,11/8,18:34,AVL,119,39.806217,-121.583424,AVL,TD,fire threatening structures,O,,
TD-089,11/8,18:38,AVL,412,39.805960,-121.585905,TD,TD,fire in drainage in heavy brush pushing uphill toward Ishi Dr,V,,
TD-089,11/8,18:38,AVL,101,39.805642,-121.584355,AVL,TD,several homes in area already burned,R,x,
TD-124,11/8,18:42,AVL,57,39.760281,-121.621220,AVL,TD,Achieve Charter School behind St Thomas More Church is on fire,C,,
TD-087,11/8,19:27,AVL,66,39.805977,-121.583638,AVL,TD,fire threatening structures,V,,
TD-123,11/8,19:41,AVL,10,39.763317,-121.622567,AVL,TD,fire threatening structures,O,,
TD-030,11/8,20:01,AVL,13,39.756650,-121.625883,AVL,TD,fire threatening structures,O,,
TD-124,11/8,20:03,AVL,0,39.760281,-121.621220,AVL,TD,Achieve Charter School is burned down,C,,
TD-089,11/8,20:20,AVL,202,39.805642,-121.584355,AVL,TD,fire threatening structures,V,,
TD-087,11/8,20:37,AVL,41,39.805625,-121.584345,AVL,TD,fire threatening structures,V,,
TD-043,11/8,21:00,Inferred,210,39.804939,-121.577902,TD,TD,approximate fire edge; burning south of Indian Dr,O,,
TD-045,11/8,21:03,AVL,255,39.808034,-121.576487,AVL,TD,Fire bumping driveway. Low-intensity fire. Fire burning south of here,V,,
TD-087,11/8,21:51,AVL,41,39.805625,-121.584345,AVL,TD,fire threatening structures,V,,
TD-122,11/8,21:56,AVL,7,39.762700,-121.622300,AVL,TD,fire threatening structures,O,,
TD-122,11/8,22:35,AVL,31,39.763083,-121.622817,AVL,TD,fire threatening structures,O,,
TD-017,11/8,22:51,Radio Log,0,39.748906,-121.636474,Radio Log,Radio Log,fire threatening homes,O,,
TD-087,11/8,22:55,AVL,156,39.805625,-121.584345,AVL,TD,fire threatening structures,V,,
TD-111,11/8,23:00,Inferred,0,39.792486,-121.588203,TD,TD,hot spots around structures,O,x,
TD-007,11/9,00:00,TD,120,39.812419,-121.573191,TD,TD,fire ran up canyon into Magalia,V,,
TD-209,11/9,00:07,AVL,66,39.812305,-121.575998,AVL,TD,fire starting to spread to ground but not fast; fire pushing up canyon,V,,
TD-089,11/9,00:09,AVL,81,39.805642,-121.584355,AVL,TD,fire threatening structures,V,,
TD-205,11/9,00:10,AVL,74,39.776454,-121.606298,AVL,TD,storage units burning,C,,
TD-207,11/9,00:21,AVL,51,39.776500,-121.606717,AVL,TD,storage units on fire; 3 units burned,C,,
TD-061,11/9,00:53,AVL,24,39.812883,-121.578283,AVL,TD,"main fire front blew straight across Skyway at Coutolenc, estimated 22 m/s (50 mi/h). Wood guardrails igniting.",V,,
TD-125,11/9,00:53,TD-061,24,39.812793,-121.578158,TD,TD,"fire coming up from canyon, strong wind; softball size embers; embers igniting houses",R,,
TD-115,11/9,01:00,Inferred,60,39.812751,-121.578417,TD,TD,hit wall of fire on Coutolenc Rd,O,,
TD-115,11/9,01:00,Inferred,60,39.812152,-121.578021,TD,TD,structure burning,C,,
TD-126,11/9,01:00,TD,59.999999,39.812768,-121.578424,TD,TD,fire spreads west and north of Skyway,V,,
TD-045,11/9,01:19,AVL,120,39.812594,-121.578472,AVL,TD,Lots of spots. Tree stands torching. Fire came roaring up from the canyon. Spotting below Skyway and into Old Magalia,V,,
TD-043,11/9,01:30,Inferred,0,39.807558,-121.579823,TD,TD,lots of scattered spot fires,S,,
TD-087,11/9,01:33,AVL,113,39.808001,-121.578911,AVL,TD,fire hits crazy from water station. Fire pushed from the dam,V,,
TD-089,11/9,01:44,AVL,102,39.809900,-121.583985,TD,TD,big push of fire from east; fire also came up drainage from west,V,,
TD-207,11/9,01:49,AVL,266,39.776500,-121.606917,AVL,TD,storage units on fire; 3 units burned,C,,
TD-089,11/9,03:29,AVL,97,39.805642,-121.584355,AVL,TD,fire threatening structures,V,,
TD-087,11/9,03:34,AVL,181,39.805625,-121.584345,AVL,TD,fire threatening structures,V,,
TD-079,11/9,05:14,AVL,209,39.805047,-121.584566,AVL,TD,fire creeping up from canyon. Fire behavior had reduced; just residual fire from before,V,,
TD-132,11/9,08:35,TD,45,39.773699,-121.609622,Photo,TD,3 storage units fully involved,C,,
TD-132,11/9,09:20,Photo,0,39.773532,-121.610107,Photo,Photo,"storage units, smoking, but no fire showing",C,x,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
